distance,found_object,is_lift_in_fov,signal_quality,unobstructed
218.0,True,True, 0.298871785402298,True
214.0,True,True, 0.3100520670413971,True
214.0,True,True, 0.31120285391807556,True
215.0,True,True, 0.3158252239227295,True
217.0,True,True, 0.2935560941696167,True
212.0,True,True, 0.2944575250148773,True
217.0,True,True, 0.29132363200187683,True
214.0,True,True, 0.29413652420043945,True
213.0,True,True, 0.30529770255088806,True
214.0,True,True, 0.29637664556503296,True
213.0,True,True, 0.2952065169811249,True
214.0,True,True, 0.2923349440097809,True
216.0,True,True, 0.2924390733242035,True
217.0,True,True, 0.2911893427371979,True
216.0,True,True, 0.3082508146762848,True
217.0,True,True, 0.31309130787849426,True
215.0,True,True, 0.31650441884994507,True
218.0,True,True, 0.31443873047828674,True
215.0,True,True, 0.31376925110816956,True
210.0,True,True, 0.31521981954574585,True
211.0,True,True, 0.31412723660469055,True
213.0,True,True, 0.31503283977508545,True
214.0,True,True, 0.3128765821456909,True
213.0,True,True, 0.31463146209716797,True
217.0,True,True, 0.31153759360313416,True
214.0,True,True, 0.3170704245567322,True
217.0,True,True, 0.31876838207244873,True
216.0,True,True, 0.3167308270931244,True
217.0,True,True, 0.31656327843666077,True
216.0,True,True, 0.3149196207523346,True
215.0,True,True, 0.3167308270931244,True
217.0,True,True, 0.316501647233963,True
214.0,True,True, 0.3152592182159424,True
217.0,True,True, 0.3146619200706482,True
216.0,True,True, 0.31684401631355286,True
215.0,True,True, 0.3145800232887268,True
215.0,True,True, 0.3161124885082245,True
215.0,True,True, 0.3158252239227295,True
216.0,True,True, 0.315712034702301,True
214.0,True,True, 0.3147734999656677,True
215.0,True,True, 0.31774958968162537,True
216.0,True,True, 0.3142155706882477,True
215.0,True,True, 0.31365767121315,True
218.0,True,True, 0.31332293152809143,True
215.0,True,True, 0.3120955228805542,True
215.0,True,True, 0.3128712773323059,True
215.0,True,True, 0.31650441884994507,True
216.0,True,True, 0.3132113516330719,True
216.0,True,True, 0.31521981954574585,True
215.0,True,True, 0.31521981954574585,True
216.0,True,True, 0.31808918714523315,True
215.0,True,True, 0.31469324231147766,True
217.0,True,True, 0.3138808310031891,True
217.0,True,True, 0.31231868267059326,True
217.0,True,True, 0.315511554479599,True
215.0,True,True, 0.31711670756340027,True
216.0,True,True, 0.3165588080883026,True
214.0,True,True, 0.31298816204071045,True
213.0,True,True, 0.31480643153190613,True
217.0,True,True, 0.3146619200706482,True
213.0,True,True, 0.31474146246910095,True
215.0,True,True, 0.31364136934280396,True
214.0,True,True, 0.31752321124076843,True
214.0,True,True, 0.31774958968162537,True
214.0,True,True, 0.3210323750972748,True
215.0,True,True, 0.31989431381225586,True
220.0,True,True, 0.32127267122268677,True
216.0,True,True, 0.31989431381225586,True
216.0,True,True, 0.30776405334472656,True
215.0,True,True, 0.31856727600097656,True
216.0,True,True, 0.306831419467926,True
216.0,True,True, 0.3179759979248047,True
216.0,True,True, 0.30484962463378906,True
214.0,True,True, 0.3039169907569885,True
216.0,True,True, 0.32023999094963074,True
217.0,True,True, 0.3197794556617737,True
216.0,True,True, 0.3159889876842499,True
214.0,True,True, 0.31932002305984497,True
215.0,True,True, 0.31956079602241516,True
216.0,True,True, 0.31851595640182495,True
216.0,True,True, 0.3201240599155426,True
217.0,True,True, 0.3169078826904297,True
214.0,True,True, 0.3190902769565582,True
214.0,True,True, 0.31856727600097656,True
214.0,True,True, 0.31876838207244873,True
214.0,True,True, 0.31656327843666077,True
217.0,True,True, 0.3194475769996643,True
217.0,True,True, 0.3192211985588074,True
216.0,True,True, 0.3176364004611969,True
216.0,True,True, 0.3191079795360565,True
216.0,True,True, 0.3191079795360565,True
214.0,True,True, 0.30519935488700867,True
217.0,True,True, 0.3150700628757477,True
216.0,True,True, 0.31298816204071045,True
214.0,True,True, 0.3185918629169464,True
217.0,True,True, 0.3142155706882477,True
215.0,True,True, 0.31220710277557373,True
216.0,True,True, 0.31320130825042725,True
219.0,True,True, 0.3176017701625824,True
214.0,True,True, 0.31718361377716064,True
214.0,True,True, 0.3174099922180176,True
216.0,True,True, 0.3178977966308594,True
213.0,True,True, 0.3185420036315918,True
216.0,True,True, 0.31752321124076843,True
213.0,True,True, 0.31521981954574585,True
216.0,True,True, 0.31667038798332214,True
215.0,True,True, 0.3149196207523346,True
216.0,True,True, 0.3149196207523346,True
217.0,True,True, 0.31376925110816956,True
214.0,True,True, 0.3163912296295166,True
216.0,True,True, 0.31488507986068726,True
217.0,True,True, 0.3121984899044037,True
216.0,True,True, 0.3132113516330719,True
214.0,True,True, 0.3143536448478699,True
217.0,True,True, 0.31356123089790344,True
215.0,True,True, 0.3154856264591217,True
215.0,True,True, 0.31378763914108276,True
217.0,True,True, 0.31876838207244873,True
215.0,True,True, 0.3170517086982727,True
215.0,True,True, 0.3187018632888794,True
215.0,True,True, 0.31661760807037354,True
214.0,True,True, 0.3169572055339813,True
215.0,True,True, 0.31621870398521423,True
217.0,True,True, 0.31488507986068726,True
214.0,True,True, 0.3072977364063263,True
214.0,True,True, 0.31564438343048096,True
216.0,True,True, 0.3192211985588074,True
215.0,True,True, 0.3176364004611969,True
215.0,True,True, 0.3161648213863373,True
214.0,True,True, 0.31446683406829834,True
219.0,True,True, 0.3178267776966095,True
217.0,True,True, 0.31752321124076843,True
215.0,True,True, 0.3142155706882477,True
215.0,True,True, 0.31443873047828674,True
217.0,True,True, 0.318202406167984,True
216.0,True,True, 0.3157777190208435,True
218.0,True,True, 0.3184010982513428,True
217.0,True,True, 0.3149196207523346,True
216.0,True,True, 0.3169078826904297,True
216.0,True,True, 0.3172282874584198,True
214.0,True,True, 0.3161648213863373,True
214.0,True,True, 0.3157777190208435,True
215.0,True,True, 0.3160516321659088,True
217.0,True,True, 0.3151460289955139,True
216.0,True,True, 0.31667816638946533,True
214.0,True,True, 0.31808918714523315,True
214.0,True,True, 0.3161648213863373,True
217.0,True,True, 0.3148514926433563,True
216.0,True,True, 0.31365767121315,True
215.0,True,True, 0.3149196207523346,True
215.0,True,True, 0.3145503103733063,True
218.0,True,True, 0.31588929891586304,True
213.0,True,True, 0.31390082836151123,True
213.0,True,True, 0.3169417083263397,True
218.0,True,True, 0.3163912296295166,True
218.0,True,True, 0.31610384583473206,True
216.0,True,True, 0.3160516321659088,True
213.0,True,True, 0.3161648213863373,True
214.0,True,True, 0.31529152393341064,True
216.0,True,True, 0.3139924108982086,True
215.0,True,True, 0.31332293152809143,True
216.0,True,True, 0.31529977917671204,True
215.0,True,True, 0.3143808841705322,True
214.0,True,True, 0.3154856264591217,True
215.0,True,True, 0.31650441884994507,True
215.0,True,True, 0.3160516321659088,True
216.0,True,True, 0.3158252239227295,True
216.0,True,True, 0.3145503103733063,True
215.0,True,True, 0.31593841314315796,True
214.0,True,True, 0.31672167778015137,True
216.0,True,True, 0.3176364004611969,True
214.0,True,True, 0.31426602602005005,True
216.0,True,True, 0.31410399079322815,True
216.0,True,True, 0.31443873047828674,True
217.0,True,True, 0.3158252239227295,True
216.0,True,True, 0.3138808310031891,True
215.0,True,True, 0.315712034702301,True
214.0,True,True, 0.3127650022506714,True
214.0,True,True, 0.30751124024391174,True
216.0,True,True, 0.3048383593559265,True
214.0,True,True, 0.30440443754196167,True
216.0,True,True, 0.3086908757686615,True
215.0,True,True, 0.3081532120704651,True
217.0,True,True, 0.3101986050605774,True
216.0,True,True, 0.3103101849555969,True
216.0,True,True, 0.3138613998889923,True
217.0,True,True, 0.31210121512413025,True
215.0,True,True, 0.3071507215499878,True
213.0,True,True, 0.3038620054721832,True
216.0,True,True, 0.3004990220069885,True
216.0,True,True, 0.30012840032577515,True
218.0,True,True, 0.3045153021812439,True
215.0,True,True, 0.30761823058128357,True
215.0,True,True, 0.30852678418159485,True
213.0,True,True, 0.30890220403671265,True
214.0,True,True, 0.3069762587547302,True
214.0,True,True, 0.3108910918235779,True
215.0,True,True, 0.3060316741466522,True
215.0,True,True, 0.3060316741466522,True
214.0,True,True, 0.30418744683265686,True
216.0,True,True, 0.30299413204193115,True
216.0,True,True, 0.30082446336746216,True
216.0,True,True, 0.29944995045661926,True
216.0,True,True, 0.2957257628440857,True
214.0,True,True, 0.293329119682312,True
215.0,True,True, 0.2957414984703064,True
212.0,True,True, 0.2980954349040985,True
214.0,True,True, 0.3044004440307617,True
215.0,True,True, 0.30484047532081604,True
212.0,True,True, 0.30583059787750244,True
215.0,True,True, 0.30372685194015503,True
214.0,True,True, 0.3013668954372406,True
215.0,True,True, 0.29265570640563965,True
217.0,True,True, 0.2944575250148773,True
215.0,True,True, 0.2910851836204529,True
216.0,True,True, 0.2931180000305176,True
217.0,True,True, 0.29453244805336,True
215.0,True,True, 0.2915347218513489,True
218.0,True,True, 0.29259026050567627,True
217.0,True,True, 0.2931180000305176,True
215.0,True,True, 0.29409849643707275,True
214.0,True,True, 0.29467150568962097,True
215.0,True,True, 0.2932722270488739,True
215.0,True,True, 0.2901625633239746,True
214.0,True,True, 0.29132363200187683,True
217.0,True,True, 0.2911125123500824,True
216.0,True,True, 0.29563450813293457,True
215.0,True,True, 0.29354020953178406,True
215.0,True,True, 0.2942435145378113,True
214.0,True,True, 0.29467150568962097,True
216.0,True,True, 0.2916402816772461,True
214.0,True,True, 0.29396241903305054,True
216.0,True,True, 0.2962764799594879,True
216.0,True,True, 0.2910851836204529,True
214.0,True,True, 0.2942435145378113,True
215.0,True,True, 0.2919183373451233,True
215.0,True,True, 0.2920624911785126,True
216.0,True,True, 0.2938568592071533,True
216.0,True,True, 0.2957414984703064,True
214.0,True,True, 0.2917100489139557,True
215.0,True,True, 0.29260021448135376,True
215.0,True,True, 0.293329119682312,True
215.0,True,True, 0.2931180000305176,True
216.0,True,True, 0.2908768951892853,True
216.0,True,True, 0.2928556501865387,True
214.0,True,True, 0.2920624911785126,True
216.0,True,True, 0.2927515208721161,True
216.0,True,True, 0.29132363200187683,True
217.0,True,True, 0.29467150568962097,True
218.0,True,True, 0.2915347218513489,True
217.0,True,True, 0.2904603183269501,True
217.0,True,True, 0.2915347218513489,True
213.0,True,True, 0.2901625633239746,True
217.0,True,True, 0.2938970923423767,True
215.0,True,True, 0.28931814432144165,True
215.0,True,True, 0.29259026050567627,True
212.0,True,True, 0.29274556040763855,True
215.0,True,True, 0.29132363200187683,True
215.0,True,True, 0.29079586267471313,True
215.0,True,True, 0.2926385700702667,True
217.0,True,True, 0.29370853304862976,True
215.0,True,True, 0.2915347218513489,True
213.0,True,True, 0.2918142080307007,True
213.0,True,True, 0.2932235598564148,True
216.0,True,True, 0.2920624911785126,True
213.0,True,True, 0.29142916202545166,True
212.0,True,True, 0.29185137152671814,True
216.0,True,True, 0.2911893427371979,True
217.0,True,True, 0.2911893427371979,True
215.0,True,True, 0.2901625633239746,True
216.0,True,True, 0.2910069525241852,True
216.0,True,True, 0.2929595410823822,True
216.0,True,True, 0.2957257628440857,True
215.0,True,True, 0.2940012514591217,True
216.0,True,True, 0.2923349440097809,True
216.0,True,True, 0.2928556501865387,True
215.0,True,True, 0.3023432493209839,True
213.0,True,True, 0.3114411532878876,True
213.0,True,True, 0.3167308270931244,True
216.0,True,True, 0.32239076495170593,True
215.0,True,True, 0.3225039541721344,True
215.0,True,True, 0.31359291076660156,True
215.0,True,True, 0.32567352056503296,True
217.0,True,True, 0.31697365641593933,True
213.0,True,True, 0.32623952627182007,True
214.0,True,True, 0.3233402371406555,True
215.0,True,True, 0.3153415620326996,True
214.0,True,True, 0.32414427399635315,True
216.0,True,True, 0.3138260543346405,True
216.0,True,True, 0.31510841846466064,True
212.0,True,True, 0.31440895795822144,True
215.0,True,True, 0.31149452924728394,True
214.0,True,True, 0.3197794556617737,True
213.0,True,True, 0.3179759979248047,True
215.0,True,True, 0.3159889876842499,True
215.0,True,True, 0.314521461725235,True
215.0,True,True, 0.3139924108982086,True
215.0,True,True, 0.31100109219551086,True
214.0,True,True, 0.3107810914516449,True
216.0,True,True, 0.3069453239440918,True
217.0,True,True, 0.3117711842060089,True
216.0,True,True, 0.31221121549606323,True
215.0,True,True, 0.31390082836151123,True
219.0,True,True, 0.31364136934280396,True
213.0,True,True, 0.31469324231147766,True
216.0,True,True, 0.314521461725235,True
216.0,True,True, 0.3146619200706482,True
