distance,found_object,is_lift_in_fov,signal_quality,unobstructed
108.0,True,True, 1.6462018489837646,True
105.0,True,True, 1.6446410417556763,True
109.0,True,True, 1.6482830047607422,True
105.0,True,True, 1.653485894203186,True
107.0,True,True, 1.6430801153182983,True
109.0,True,True, 1.6810613870620728,True
106.0,True,True, 1.6847034692764282,True
107.0,True,True, 1.6789802312850952,True
111.0,True,True, 1.5280957221984863,True
110.0,True,True, 1.5223724842071533,True
109.0,True,True, 1.494276762008667,True
107.0,True,True, 1.6571279764175415,True
106.0,True,True, 1.6373568773269653,True
108.0,True,True, 1.6212278604507446,True
112.0,True,True, 1.5062434673309326,True
107.0,True,True, 1.5010405778884888,True
109.0,True,True, 1.5218522548675537,True
110.0,True,True, 1.595733642578125,True
110.0,True,True, 1.5770031213760376,True
111.0,True,True, 1.5301768779754639,True
106.0,True,True, 1.5301768779754639,True
107.0,True,True, 1.5561914443969727,True
110.0,True,True, 1.544224739074707,True
109.0,True,True, 1.5431841611862183,True
111.0,True,True, 1.545785665512085,True
107.0,True,True, 1.5327783823013306,True
107.0,True,True, 1.5359001159667969,True
111.0,True,True, 1.5421435832977295,True
111.0,True,True, 1.5437045097351074,True
110.0,True,True, 1.534339189529419,True
110.0,True,True, 1.545785665512085,True
108.0,True,True, 1.5603537559509277,True
110.0,True,True, 1.5390218496322632,True
107.0,True,True, 1.5546306371688843,True
107.0,True,True, 1.545785665512085,True
110.0,True,True, 1.5463058948516846,True
108.0,True,True, 1.5468262434005737,True
111.0,True,True, 1.5504682064056396,True
109.0,True,True, 1.545785665512085,True
112.0,True,True, 1.5504682064056396,True
107.0,True,True, 1.545785665512085,True
111.0,True,True, 1.5509885549545288,True
111.0,True,True, 1.5390218496322632,True
109.0,True,True, 1.5338189601898193,True
111.0,True,True, 1.5468262434005737,True
110.0,True,True, 1.5535900592803955,True
109.0,True,True, 1.5416233539581299,True
108.0,True,True, 1.548387050628662,True
106.0,True,True, 1.5082926750183105,True
107.0,True,True, 1.5102438926696777,True
106.0,True,True, 1.515608787536621,True
106.0,True,True, 1.5224390029907227,True
107.0,True,True, 1.5624349117279053,True
109.0,True,True, 1.5853277444839478,True
107.0,True,True, 1.6666666269302368,True
108.0,True,True, 1.634235143661499,True
106.0,True,True, 1.6139438152313232,True
107.0,True,True, 1.6365662813186646,True
110.0,True,True, 1.56659734249115,True
108.0,True,True, 1.5322580337524414,True
112.0,True,True, 1.5385016202926636,True
109.0,True,True, 1.5301768779754639,True
107.0,True,True, 1.5380487442016602,True
110.0,True,True, 1.5359001159667969,True
109.0,True,True, 1.5187305212020874,True
104.0,True,True, 1.521579384803772,True
106.0,True,True, 1.5078048706054688,True
109.0,True,True, 1.523413062095642,True
109.0,True,True, 1.5312174558639526,True
111.0,True,True, 1.531219482421875,True
107.0,True,True, 1.5260145664215088,True
105.0,True,True, 1.526534914970398,True
109.0,True,True, 1.519250750541687,True
108.0,True,True, 1.5280957221984863,True
110.0,True,True, 1.5202913284301758,True
110.0,True,True, 1.5239334106445312,True
108.0,True,True, 1.520811676979065,True
109.0,True,True, 1.5239334106445312,True
109.0,True,True, 1.5117073059082031,True
107.0,True,True, 1.5176899433135986,True
110.0,True,True, 1.507317066192627,True
111.0,True,True, 1.5063414573669434,True
112.0,True,True, 1.5031217336654663,True
111.0,True,True, 1.5078043937683105,True
104.0,True,True, 1.502439022064209,True
108.0,True,True, 1.5026015043258667,True
109.0,True,True, 1.5102438926696777,True
106.0,True,True, 1.5376492738723755,True
112.0,True,True, 1.5067638158798218,True
107.0,True,True, 1.5104057788848877,True
109.0,True,True, 1.519250750541687,True
110.0,True,True, 1.526534914970398,True
109.0,True,True, 1.5254942178726196,True
107.0,True,True, 1.5395121574401855,True
105.0,True,True, 1.5424389839172363,True
111.0,True,True, 1.530697226524353,True
108.0,True,True, 1.5280957221984863,True
110.0,True,True, 1.5317378044128418,True
106.0,True,True, 1.5379812717437744,True
107.0,True,True, 1.5443902015686035,True
107.0,True,True, 1.5327783823013306,True
109.0,True,True, 1.5332986116409302,True
110.0,True,True, 1.5223724842071533,True
109.0,True,True, 1.5395121574401855,True
108.0,True,True, 1.5301768779754639,True
109.0,True,True, 1.5369406938552856,True
107.0,True,True, 1.5472910404205322,True
107.0,True,True, 1.4875130653381348,True
109.0,True,True, 1.5119667053222656,True
110.0,True,True, 1.505723237991333,True
107.0,True,True, 1.5176899433135986,True
110.0,True,True, 1.4869927167892456,True
108.0,True,True, 1.5088449716567993,True
108.0,True,True, 1.5052028894424438,True
108.0,True,True, 1.494276762008667,True
108.0,True,True, 1.494276762008667,True
112.0,True,True, 1.4927159547805786,True
106.0,True,True, 1.4927159547805786,True
106.0,True,True, 1.490634799003601,True
107.0,True,True, 1.4947971105575562,True
108.0,True,True, 1.490114450454712,True
108.0,True,True, 1.484911561012268,True
108.0,True,True, 1.4932361841201782,True
