distance,found_object,is_lift_in_fov,signal_quality,unobstructed
395.0,True,True, 0.06114519387483597,True
394.0,True,True, 0.06143149361014366,True
397.0,True,True, 0.061717789620161057,True
390.0,True,True, 0.06143149361014366,True
392.0,True,True, 0.06151329353451729,True
396.0,True,True, 0.06233128905296326,True
394.0,True,True, 0.06192228943109512,True
394.0,True,True, 0.06192228943109512,True
392.0,True,True, 0.0615541934967041,True
394.0,True,True, 0.0615541934967041,True
392.0,True,True, 0.06179958954453468,True
395.0,True,True, 0.0618404895067215,True
394.0,True,True, 0.0615541934967041,True
391.0,True,True, 0.061595093458890915,True
390.0,True,True, 0.0618404895067215,True
394.0,True,True, 0.06102249398827553,True
394.0,True,True, 0.061717789620161057,True
395.0,True,True, 0.06163599342107773,True
393.0,True,True, 0.06143149361014366,True
394.0,True,True, 0.06175868958234787,True
394.0,True,True, 0.06126789376139641,True
392.0,True,True, 0.06130879372358322,True
392.0,True,True, 0.061472393572330475,True
393.0,True,True, 0.06220858916640282,True
391.0,True,True, 0.06151329353451729,True
394.0,True,True, 0.06179958954453468,True
396.0,True,True, 0.06212678924202919,True
393.0,True,True, 0.06143149361014366,True
394.0,True,True, 0.061595093458890915,True
390.0,True,True, 0.06204498931765556,True
394.0,True,True, 0.061595093458890915,True
392.0,True,True, 0.061349693685770035,True
395.0,True,True, 0.06175868958234787,True
393.0,True,True, 0.061595093458890915,True
394.0,True,True, 0.06167689338326454,True
390.0,True,True, 0.06151329353451729,True
391.0,True,True, 0.06175868958234787,True
392.0,True,True, 0.06151329353451729,True
396.0,True,True, 0.06130879372358322,True
394.0,True,True, 0.062167689204216,True
391.0,True,True, 0.06167689338326454,True
394.0,True,True, 0.0618404895067215,True
391.0,True,True, 0.06196318939328194,True
396.0,True,True, 0.06196318939328194,True
388.0,True,True, 0.06167689338326454,True
393.0,True,True, 0.06163599342107773,True
393.0,True,True, 0.0618404895067215,True
391.0,True,True, 0.061717789620161057,True
392.0,True,True, 0.06151329353451729,True
393.0,True,True, 0.06163599342107773,True
393.0,True,True, 0.06192228943109512,True
395.0,True,True, 0.06192228943109512,True
395.0,True,True, 0.06200408935546875,True
396.0,True,True, 0.06196318939328194,True
395.0,True,True, 0.06139059364795685,True
392.0,True,True, 0.06175868958234787,True
395.0,True,True, 0.06253578513860703,True
