distance,found_object,is_lift_in_fov,signal_quality,unobstructed
54.0,True,True, 6.437743186950684,True
54.0,True,True, 6.441634178161621,True
53.0,True,True, 6.451361656188965,True
55.0,True,True, 6.429961204528809,True
55.0,True,True, 6.424124717712402,True
53.0,True,True, 6.445525169372559,True
53.0,True,True, 6.431906700134277,True
53.0,True,True, 6.435797691345215,True
55.0,True,True, 6.4552531242370605,True
53.0,True,True, 6.435797691345215,True
53.0,True,True, 6.453307628631592,True
55.0,True,True, 6.439688682556152,True
56.0,True,True, 6.451361656188965,True
52.0,True,True, 6.420233249664307,True
52.0,True,True, 6.447470664978027,True
55.0,True,True, 6.431906700134277,True
56.0,True,True, 6.447470664978027,True
52.0,True,True, 6.381322860717773,True
53.0,True,True, 6.367704391479492,True
53.0,True,True, 6.459144115447998,True
53.0,True,True, 6.494163513183594,True
53.0,True,True, 6.435797691345215,True
53.0,True,True, 6.4552531242370605,True
53.0,True,True, 6.44357967376709,True
54.0,True,True, 6.418287754058838,True
55.0,True,True, 6.420233249664307,True
52.0,True,True, 6.439688682556152,True
52.0,True,True, 6.4552531242370605,True
55.0,True,True, 6.394941806793213,True
53.0,True,True, 6.441634178161621,True
53.0,True,True, 6.410505771636963,True
53.0,True,True, 6.439688682556152,True
52.0,True,True, 6.42801570892334,True
54.0,True,True, 6.445525169372559,True
51.0,True,True, 6.453307628631592,True
49.0,True,True, 6.459144115447998,True
54.0,True,True, 6.4785990715026855,True
52.0,True,True, 6.4552531242370605,True
54.0,True,True, 6.447470664978027,True
52.0,True,True, 6.449416160583496,True
54.0,True,True, 6.42801570892334,True
54.0,True,True, 6.459144115447998,True
54.0,True,True, 6.451361656188965,True
51.0,True,True, 6.437743186950684,True
53.0,True,True, 6.445525169372559,True
55.0,True,True, 6.447470664978027,True
51.0,True,True, 6.449416160583496,True
52.0,True,True, 6.466926097869873,True
51.0,True,True, 6.472762584686279,True
52.0,True,True, 6.449416160583496,True
55.0,True,True, 6.459144115447998,True
49.0,True,True, 6.459144115447998,True
54.0,True,True, 6.4708170890808105,True
54.0,True,True, 6.44357967376709,True
53.0,True,True, 6.451361656188965,True
